,Etruscan,Translations,POS,Is inferred,Is suffix,Abbreviation of,Suffix indexes,city name,place name,name,epithet,theo,cogn,prae,nomen,nom,acc,masc,fem,nas-part,nasa-part,u-part,θ-impv,θ-part,θas-part,as-part,act,pass,non-past,past,impv,jussive,necess,inanim,anim,indef,def,deictic particle,enclitic particle,enclitic conj,dem,adv,art,conj,post,pro,rel,subord,neg,num,1st gen,2nd gen,1st abl,2nd abl,loc,1st pert,2nd pert,1st pers,2nd pers,3rd pers,pl,gen,abl,pert,TAG
250,velθieς,"((True, 'velthies'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
251,vêlθinal,"((True, 'vêlthinei'),)",fem nomen 2nd gen,False,False,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
252,velθur,"((True, 'velthur'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
253,velθuria,"((True, 'velthuria'),)",fem nomen nom acc,False,False,,,,,,,,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
254,vêlθuruσ,"((True, 'velthur'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
255,velθurus,"((True, 'velthur'),)",masc prae 1st gen,False,True,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
256,velθuruσ'a,"((True, 'velthur'),)",masc prae 1st gen,False,False,,"(41,)",,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
257,velθurus,"((True, 'velthur'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
258,vêlθuruσ,"((True, 'velthur'),)",masc prae 1st gen,False,True,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
259,vêlθuruśla,"((True, 'velthur'),)",masc prae 1st gen,False,False,,"(42,)",,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
260,velia,"((True, 'velia'),)",fem prae nom acc,False,False,,,,,,,,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
261,veliak,"((True, 'velia'),)",fem prae nom acc,False,False,,"(38,)",,,,,,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
262,veliaσ,"((True, 'velia'),)",fem prae 1st gen,False,False,,,,,,,,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
263,ve.l.ka.s.na.s.,"((True, 'velkasnas'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
264,velos,"((True, 'vel'),)",masc prae 1st gen,False,True,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
265,velosa,"((True, 'vel'),)",masc prae 1st gen,False,False,,"(39,)",,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
266,velσ,"((True, 'vel'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
267,velσu,"((True, 'velsu'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
268,velσui,"((True, 'velsui'),)",fem nomen nom acc,False,False,,,,,,,,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
269,veluis,"((True, 'vel'),)",masc prae 1st abl,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,,,,,False,True,False,NOUN
270,veluσ'a,"((True, 'vel'),)",masc prae 1st gen,False,False,,"(41,)",,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
271,velus,"((True, 'vel'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
272,vel[u]s[i],"((True, 'vel'),)",masc prae 1st pert,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,False,False,True,NOUN
273,velusum,"((True, 'vel'),)",masc prae 1st gen,False,False,,"(10,)",,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
274,velχaesi,"((True, 'velkhae'),)",masc prae 1st pert,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,False,False,True,NOUN
275,velχai,"((True, 'velkhai'),)",fem nomen nom acc,False,False,,,,,,,,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
276,velχainasi,"((True, 'velkhainas'),)",masc nomen 1st pert,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,False,False,True,NOUN
277,ve.l.χana.ς.,"((True, 'velkhnas'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
278,velχas,"((True, 'velkhas'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
279,vêlχe,"((True, 'vêlkhe'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
280,vêlχeσ,"((True, 'vêlkhe'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
281,velχeσ,"((True, 'velkhe'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
282,venali.a.,"((True, 'venalia'),)",fem prae nom acc,False,False,,,,,,,,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
283,venatres,"((True, 'venatres'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
284,venel,"((True, 'venel'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
285,vene.l,"((True, 'venel'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
286,venelasi,"((True, 'venel'),)",masc prae 1st pert,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,False,False,True,NOUN
287,venelus,"((True, 'venel'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
288,veneluς,"((True, 'venel'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
289,venus,"((True, 'venu'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
290,veśial,"((True, 'of veshi'),)",fem nomen 2nd gen,False,False,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
291,veςtiricinala,"((True, 'vestiricinai'),)",fem nomen 2nd pert,False,False,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,1,,,,,False,False,True,NOUN
292,vêtnal,"((True, 'vêtnei'),)",fem nomen 2nd gen,False,False,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
293,vetus,"((True, 'vetu'),)",masc cogn 1st gen,False,False,,,,,,,,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
294,vheiσalna[ia],"((True, 'feysalnai'),)",fem nomen 2nd gen,False,False,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
295,vhlakunaie,"((True, 'flakunaie'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
296,vhulve.s.,"((True, 'vhulve'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
297,vhulχenas,"((True, 'fulkhenas'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
298,vinumaia,"((True, 'vinumai'),)",fem nomen 2nd gen,False,False,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
299,vipi,"((True, 'vipi'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
300,vipie,"((True, 'vipie'),)",masc nom nom acc,False,False,,,,,,,,,,,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
301,[vip]inaθur,"((True, 'vipi family'),)",anim pl nom acc,False,False,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,0,1,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,1,False,False,False,NOUN
302,vipinal,"((True, 'vipinei'),)",fem nomen 2nd gen,False,False,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
303,vipinaltra,"((True, 'vipinei'),)",fem nomen 2nd gen,False,False,,"(56,)",,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
304,vipinanas,"((True, 'vipinanas'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
305,vl,"((True, 'vel'),)",masc prae nom acc,False,False,vel,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
306,vl,"((True, 'vel'),)",masc prae 1st gen,False,False,velus,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
307,vl,"((True, 'vel'),)",masc prae 1st gen,False,False,veluσ,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
308,vuvze,"((True, 'vuvze'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
309,vχ,"((True, 'velkhe'),)",masc prae nom acc,False,False,velχe,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
310,velχe,(),,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,
311,zuqu,"((True, 'zuqu'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
312,havrnas,"((True, 'havrnas'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
313,hanipalus,"((True, 'hanipal'),)",1st gen,False,True,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
314,hanipaluscle,"((True, 'hanipal'),)",1st gen,False,False,,"(4,)",,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
315,hanunia,"((True, 'hanunia'),)",fem cogn nom acc,False,False,,,,,,,,1,0,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
316,hapiśnei,"((True, 'hapishnei'),)",fem nomen nom acc,False,False,,,,,,,,0,0,1,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
317,haprni,"((True, 'haprni'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
318,haśmuni,"((True, 'hashmuni'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
319,hasti,"((True, 'hasti'),)",fem prae nom acc,False,False,,,,,,,,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
320,hercnas,"((True, 'hercna'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
321,herine,"((True, 'herine'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
322,hvlaveς,"((True, 'flave'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
323,hvuluveš,"((True, 'fuluves'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
324,hirminaia,"((True, 'hirminai'),)",fem nomen 2nd gen,False,False,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
325,hirsunaieši,"((True, 'hirsunaie'),)",masc nomen 1st pert,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,False,False,True,NOUN
326,hirumesi,"((True, 'hirume'),)",masc prae 1st pert,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,False,False,True,NOUN
327,hirumi[n]a,"((True, 'hirumina'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
328,hulave,"((True, 'hulave'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
329,hulχenas,"((True, 'hulkhenas'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
330,hulχniesi,"((True, 'hulkhnies'),)",masc nomen 1st pert,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,False,False,True,NOUN
331,θa,"((True, 'thana'),)",fem prae nom acc,False,False,θana,,,,,,,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
332,θana,(),,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,
333,θana,"((True, 'thana'),)",fem prae nom acc,False,False,,,,,,,,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
334,θana.c.vilu.s.,"((True, 'thanacvil'),)",fem prae 1st gen,False,False,,,,,,,,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
335,θanakviluš,"((True, 'thanakvil'),)",fem prae 1st gen,False,False,,,,,,,,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
336,θanaχvil,"((True, 'thanakhvil'),)",fem prae nom acc,False,False,,,,,,,,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
337,θanaχvilus,"((True, 'thanakhvil'),)",fem prae 1st gen,False,False,,,,,,,,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
338,θancvil,"((True, 'thancvil'),)",fem prae nom acc,False,False,,,,,,,,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
339,θaniršiie,"((True, 'thanirsiie'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
340,θannursiannaš,"((True, 'thannursiannas'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
341,θanχvil,"((True, 'thankhvil'),)",fem prae nom acc,False,False,,,,,,,,0,1,0,1,1,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
342,θanχviluisc,"((True, 'thankhvil'),)",fem prae 1st abl,False,False,,"(29,)",,,,,,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,0,0,,,,,False,True,False,NOUN
343,θanχvilus[c],"((True, 'thankhvil'),)",fem prae 1st gen,False,False,,"(60,)",,,,,,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
344,θareσ,"((True, 'thare'),)",masc cogn 1st gen,False,False,,,,,,,,1,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
345,θevru.c.l.na.s.,"((True, 'thevruclnas'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
346,θefries,"((True, 'thefries'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
347,[θ]ucer,"((True, 'thucer'),)",masc prae nom,False,False,,,,,,,,0,1,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
348,kaiseriθesi,"((True, 'kaiserithe'),)",masc prae 1st pert,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,False,False,True,NOUN
349,kaisie,"((True, 'kaisie'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
350,kanzina<ia>,"((True, 'kanzinai'),)",fem nomen 2nd gen,False,False,,,,,,,,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
351,karkanas,"((True, 'karkana'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
352,karkus,"((True, 'karku'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
353,kartazie,"((True, 'kartazie'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
354,katilaσ,"((True, 'katila'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
355,l,"((True, 'larth'),)",masc prae nom acc,False,False,larθ,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
356,larθ,(),,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,
357,la,"((True, 'larth'),)",masc prae nom acc,False,False,larθ,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
358,la,"((True, 'larth'),)",masc prae 2nd gen,False,False,larθal,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
359,larθal,(),,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,False,False,False,
360,laθerna,"((True, 'latherna'),)",masc nomen nom acc,False,False,,,,,,,,0,0,1,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
361,lapanas,"((True, 'lapanas'),)",masc nomen 1st gen,False,False,,,,,,,,0,0,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
362,larces,"((True, 'larce'),)",masc prae 1st gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,,,,,True,False,False,NOUN
363,larecesi,"((True, 'larece'),)",masc prae 1st pert,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,1,0,,,,,False,False,True,NOUN
364,larza,"((True, 'larza'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
365,larθ,"((True, 'larth'),)",masc prae nom acc,False,False,,,,,,,,0,1,0,1,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,,,,,False,False,False,NOUN
366,larθaia,"((True, 'larthai'),)",fem prae 2nd gen,False,False,,,,,,,,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
367,larθal,"((True, 'larth'),)",masc prae 2nd gen,False,False,,,,,,,,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,1,0,0,0,0,0,,,,,True,False,False,NOUN
